scene_id,trip_id,substance,block,coder_A,coder_B,rater_status,rater_A_individuated,rater_B_individuated,stage1_driver,parent_scene_id,stage1_verdict,verdict_flavour,verdict_source,canonical_span_start,canonical_span_end,scene_word_count,scene_rank_in_trip,canonical_desc,rater_A_excerpt,rater_B_excerpt,narrative_passage,stage1_rationale,verdict_rationale,n_scenes_in_trip,n_convergent_in_trip,n_solo_A_in_trip,n_solo_B_in_trip,n_scenes_rater_A_in_trip,n_scenes_rater_B_in_trip,n_miss_in_trip,n_granularity_in_trip,n_ambiguity_2a_in_trip,n_ambiguity_2b_in_trip,trip_word_count
Brugmansia_10_S01_A_RCL,Brugmansia_10,brugmansia,01-10,Brendan,Noah,only_A,True,False,RCL,,MISS,,manual,1605,1900,295,1,Believed his parents had come home (they had not); had imaginary greeting / interaction with them,A01,,"In fact, there were no signs to point out that anyone had been home at all. It was at that point, that I realised I was actually under the influence of the tea, a thought which dissapeared from my mind almost straight away. 

After tactfully disposing of the person on the phone 'Oh, I was wrong",No automatic classification; likely genuine miss by other rater,"Believed his parents had come home and had an imaginary greeting/interaction with them. Concrete person hallucination. Matches AB S03/S04 (imaginary people conversations, 5-6 friends hanging out).",4,3,1,0,4,3,1,0,0,0,762
Brugmansia_10_S02_AB,Brugmansia_10,brugmansia,01-10,Brendan,Noah,both,True,True,,,CONVERGENT,,auto,2110,2170,60,2,Vague memory of talking to people all afternoon,A02,B01,I have vague memories of talking to people all afternoon). A,,Both raters individuated this passage.,4,3,1,0,4,3,1,0,0,0,762
Brugmansia_10_S03_AB,Brugmansia_10,brugmansia,01-10,Brendan,Noah,both,True,True,,,CONVERGENT,,auto,2440,2620,180,3,"During phone call to Lauren, repeatedly paused to talk to imaginary people in the room",A03,B02,"every now and again I would say 'Be right back' to her, put down the phone, and talk to another person in the room for a few minutes and come back to the phone. 

The only side aff",,Both raters individuated this passage.,4,3,1,0,4,3,1,0,0,0,762
Brugmansia_10_S04_AB,Brugmansia_10,brugmansia,01-10,Brendan,Noah,both,True,True,,,CONVERGENT,,auto,3144,3340,196,4,5-6 friends walk in and hang out like at a small party for ~20 minutes,A04,B03,"all of a sudden about 5 or six of my friends walking in, and sat down in various parts of the room, and hung out and talked with me for about 20 minutes. It had the ambience and the atmosphere of ",,Both raters individuated this passage.,4,3,1,0,4,3,1,0,0,0,762
Brugmansia_11_S01_AB,Brugmansia_11,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,520,720,200,1,"Life flashes before eyes; sees friends and relatives waving goodbye, crying, grieving","A01,A02,A03","B01,B02","I saw my life flash before me and all my friends and relatives waving good-bye, crying and grieving. I was moving down a corridor seeing all this. There was a force that was dragging me down this corr",,Both raters individuated this passage.,4,4,0,0,4,4,0,0,0,0,779
Brugmansia_11_S02_AB,Brugmansia_11,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,641,1300,659,2,Being dragged down a corridor by a force; then free-floating / moving fast,"A04,A05,A06","B03,B04","corridor seeing all this. There was a force that was dragging me down this corridor, which was obviously the force of death. I resisted and tried to stop myself and turn around. I tried with everything in me to stop this force from dragging me. I soon realized that there was nothing I could do to stop and resistance was now pointless. As I moved further down this corridor, I got to a point where I could no longer feel anything and could no longer physically resist. I was like free floating in space. I started to now move a lot faster. I couldn't feel the movement, I only knew that I was moving faster because I could see movement by my surroundings lik",,Both raters individuated this passage.,4,4,0,0,4,4,0,0,0,0,779
Brugmansia_11_S03_AB,Brugmansia_11,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,1559,2800,1241,3,T-Junction with dark evil left / light divine right; feelings contrast radically between sides,"A07,A08,A09,A10,A11",B05," peace. As I moved towards the end of this corridor, I approached a T-Junction. To the left, it was very dark (totally black). I could sense a very horrible, terrifying feeling that was eminating from the left of this T-Junction. I became aware that this path obviously led to hell as the oppression that came over me was pure evil. To the right of the T-Junction there was light eminating obviously from a very powerful source. I couldn't see the core of this light source as at this stage I had not yet reached the T-Junction. I must have been approximately 30 metres from this T-Junction at this particular point in time and I now realised that the T-Junction in front of me was a tunnel. There was such a strong contrast between the right side and left side of this T-Junction. The senses and feelings that I felt from this right side of the T-Junction were the exact opposite to the left, yet the force that was eminating from the right side was overwhelming everything that was eminating from the left side of the tunnel. Where I could feel a strong sense of terrifying fear, hopelessness, sorrow and despair from looking at the left, I then looked to the right side of the T-Junction and would feel complete peace and joy (euphoria). ",,Both raters individuated this passage.,4,4,0,0,4,4,0,0,0,0,779
Brugmansia_11_S04_AB,Brugmansia_11,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,3030,3900,870,4,"Great wind-force approaches with sound, arrives, hits him, sent back to consciousness","A12,A13,A14","B06,B07","ll. 

I then heard the sound of approaching wind. The sound was coming from the right side of this T-Junction where the light was eminating from. It was approaching with great speed and awesome power and force and with every second the sound became louder and louder. I then saw this great wind force approach me as it moved around the right corner side of the T-Junction. As it approached, I was not afraid. I was completely awe struck by this incredible force. 

When this wind force hit me, words can only barely describe the feelings that I felt. I was overwhelmed with complete peace, comfort and security unlike anything I had ever experienced. I was also in a state of euphoric joy. I had never felt love as strong as this. The feeling of the love that God had for me was so powerful, it was way beyond my rational comprehension. This wind had not just hit me, it",,Both raters individuated this passage.,4,4,0,0,4,4,0,0,0,0,779
Brugmansia_12_S01_AB,Brugmansia_12,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,1221,1380,159,1,Girlfriend appears sitting on end of bed; disappears when touched,"A04,A05",B01,woke up a while later to find my girlfriend sitting on the end of my bed. I reached out to touch her here and she disappeared. 'Weird' i thought to myself. I l,,Both raters individuated this passage.,10,9,0,1,9,10,0,0,0,1,1003
Brugmansia_12_S02_AB,Brugmansia_12,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,1519,1950,431,2,"During sleep cycles, sees different people in room (girlfriend's mom, friend) who turn out to be a chair and a pile of blanket respectively","A06,A07","B02,B03,B04,B05","everytime I was asleep I would see someone different in my room and I would talk to them, but I had to whisper because if i talked out loud my voice would wake me up (if i was actually asleep). After 'waking' I could see the person for a few more seconds, then they would disappear and I would see they were actually things from my room. My girfriend's mom was actually a chair with clothes on it, and one of my friends was a pile ",,Both raters individuated this passage.,10,9,0,1,9,10,0,0,0,1,1003
Brugmansia_12_S03_AB,Brugmansia_12,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,2097,2280,183,3,Eating cheese pizza in bed; tastes it; pizza slides down gap and is gone,"A08,A09,A10","B06,B07","One time I was eating cheese pizza, and I swear I could taste it, then it would slide down the gap between my bed and the wall and be gone forever. I thought o well, and went back to ",,Both raters individuated this passage.,10,9,0,1,9,10,0,0,0,1,1003
Brugmansia_12_S04_AB,Brugmansia_12,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,2287,2460,173,4,"Doing crosswords in newspaper; newspaper slides down gap, pen lost after","A11,A12,A13",B08,"Another time I woke up doing crosswords in the newspaper and then the newspaper slid down the gap, and I tried to get it out with the pen, and lost the pen as well. 

Again ",,Both raters individuated this passage.,10,9,0,1,9,10,0,0,0,1,1003
Brugmansia_12_S05_AB,Brugmansia_12,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,2454,2700,246,5,Facing tv smoking a cigarette; puts it under blanket; realises no cigarette exists,"A14,A15,A16",B09,"Again I woke up facing the tv and smoking. I put the smoke under the blanket and then realised what a stupid idea it was, so I pulled my hand out as quick as I could and dropped my smoke. I jumped up before it could burn my leg and looked for it,",,Both raters individuated this passage.,10,9,0,1,9,10,0,0,0,1,1003
Brugmansia_12_S06_AB,Brugmansia_12,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,3094,3700,606,6,"Preacher woman on TV; believes she is talking to HIM personally, eyes follow him, threatens hell",A17,"B10,B11","there was a preacher woman on tv. I swear she was talking to ME. I sat there and listened to her for an hour, because I thought she could see me and was talking to ME and if I went to sleep she would send me to hell. Then she said 'come here, lets go to the prayer chair' so I got up and walked to the TV but she never gave me a chair. After about 5 minutes I sat back down on the bed. Her eyes seemed to follow me, increasing the feeling that she was talking to ME. I had to try really hard to convince her I wasnt into praying and then her show ended. I changed the channel and went back to sleep. Twice ",,Both raters individuated this passage.,10,9,0,1,9,10,0,0,0,1,1003
Brugmansia_12_S07_B_RCL,Brugmansia_12,brugmansia,11-20,Alessandra,Alessio,only_B,False,True,RCL,,AMBIGUITY,2b,manual,3732,3830,98,7,Woke up thinking he was at his girlfriend's house,,B12,I woke up thinking I was at my girlfriends house and I wondered why it looked so different and I'd,No automatic classification; likely genuine miss by other rater,"Cognitive orientation error on waking (""thinking I was at my girlfriend's house""). Not a perceptual hallucination; a transient spatial-orientation delusion. Phenomenologically real but outside the hallucinatory-scene category.",10,9,0,1,9,10,0,0,0,1,1003
Brugmansia_12_S08_AB_LUMPA,Brugmansia_12,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,4498,4870,372,8,"Two star-incidents lumped together in A's individuation: (i) star at end of pen whirls out window, (ii) star shoots out of stereo display. A treated these as one scene; B split them into two separate scenes. This parent record covers A's lumped scope.",A18,"B13,B14",I was writing something and suddenly a star appeared at the end of my pen. It whirled around in front of my face and then shot out the window. It was really bright. Nothing else happened until I went to bed. I turned the light off and the star shot out of my stereo display and it went wherever I wasnt looking. I could not look straight at it because it would move. I kne,,Both raters individuated this passage.,10,9,0,1,9,10,0,0,0,1,1003
Brugmansia_12_S08.1_AB_SPLITB,Brugmansia_12,brugmansia,11-20,Alessandra,Alessio,both,True,True,,Brugmansia_12_S08_AB_LUMPA,CONVERGENT,,auto,4498,4680,182,9,"Child 1 of S08 lump: star appears at end of pen, whirls, shoots out window",A18,B13,I was writing something and suddenly a star appeared at the end of my pen. It whirled around in front of my face and then shot out the window. It was really bright. Nothing else happ,,Both raters individuated this passage.,10,9,0,1,9,10,0,0,0,1,1003
Brugmansia_12_S08.2_AB_SPLITB,Brugmansia_12,brugmansia,11-20,Alessandra,Alessio,both,True,True,,Brugmansia_12_S08_AB_LUMPA,CONVERGENT,,auto,4706,4870,164,10,Child 2 of S08 lump: star shoots out of stereo display in the dark; moves wherever he isn't looking,A18,B14,I turned the light off and the star shot out of my stereo display and it went wherever I wasnt looking. I could not look straight at it because it would move. I kne,,Both raters individuated this passage.,10,9,0,1,9,10,0,0,0,1,1003
Brugmansia_13_S01_AB,Brugmansia_13,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,1025,1170,145,1,Mirror reflection of himself is shirtless after he has put his shirt on,A02,B01,"I was getting dressed in front of my mirror and after I got my shirt over my head I looked back into the mirror, the reflection didn't have a shi",,Both raters individuated this passage.,10,8,1,1,9,9,2,0,0,0,1274
Brugmansia_13_S02_A_RCL,Brugmansia_13,brugmansia,11-20,Alessandra,Alessio,only_A,True,False,RCL,,MISS,,manual,1594,1870,276,2,Believes a pen in his hand is the sandals he was looking for,"A03,A04",,"We decided to go to the mall, and I went around their place looking for some sandals I left there. (turns out they were never really there) After ten minutes of looking, one friend saw me with a pen in my hand, I was saying 'ok, let's go, I got them!' the other friend came up",No automatic classification; likely genuine miss by other rater,"Pen in hand perceived as the sandals he was looking for. Object-misidentification illusion. Matches AB criterion (many misperceptions: mirror-reflection, imaginary cigarettes, brake lights).",10,8,1,1,9,9,2,0,0,0,1274
Brugmansia_13_S03_AB,Brugmansia_13,brugmansia,11-20,Alessandra,Alessio,both,True,True,,,CONVERGENT,,auto,2100,2420,320,3,"In the bathroom (locked) sees two friends: one watching him piss, another washing hands; has a conversation; friends vanish","A05,A06","B02,B03,B04","when I looked up, one of my friends was watching me piss, I got mad, yelled for him to get out...then I looked back at the sink and the other friend was washing his hands, but this time I wasn't mad, I had a short conversation with him, finished pissing, looked up and he was gone. As soon as I went out of the bathroom ",,Both raters individuated this passage.,10,8,1,1,9,9,2,0,0,0,1274
